"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"396",847712,"CERTIFIED","VICOR CORPORATION","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","ASSOCIATE DESIGN/PRODUCT DEVELOPMENT ENGINEER","Y",72238,2015,"ANDOVER, MASSACHUSETTS",-71.1367953,42.6583356
"397",2112738,"WITHDRAWN","ISERVICEGLOBE LLC","Computer Systems Analysts","CRM E-COMMERCE PROGRAMMER ANALYST","Y",79955,2013,"OAKLAND, CALIFORNIA",-122.2711137,37.8043637
"398",999847,"CERTIFIED","DASH TARA DESIGN LLC","MULTIMEDIA ARTISTS AND ANIMATORS","CREATIVE MANAGER","Y",60008,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"399",460257,"CERTIFIED","MINDTREE LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","SENIOR SOFTWARE ENGINEER","N",40352,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
"400",390853,"CERTIFIED","UST GLOBAL INC.","SOFTWARE DEVELOPERS, APPLICATIONS","TECHNOLOGY SPECIALIST","N",59966,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
"401",1211822,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","WEB DEVELOPERS","WEB DEVELOPER","Y",51709,2015,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"402",2660798,"CERTIFIED","CAPGEMINI US LLC","Computer Software Engineers, Applications","SENIOR CONSULTANT","Y",83500,2011,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"403",481498,"CERTIFIED","GENWARE COMPUTER SYSTEMS, INC.","COMPUTER OCCUPATIONS, ALL OTHER","BUSINESS INTELLIGENCE ANALYST","N",43784,2016,"ST. AUGUSTINE, FLORIDA",NA,NA
"404",1715007,"CERTIFIED","SCHLUMBERGER TECHNOLOGY CORPORATION","Electrical Engineers","ELECTRICAL ENGINEER","Y",68848,2014,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
"405",712413,"CERTIFIED-WITHDRAWN","WIPRO LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","PROJECT MANAGER","Y",64314,2015,"LONG ISLAND CITY, NEW YORK",-73.9485424,40.744679
"406",1745271,"CERTIFIED","TYCO ELECTRONICS CORPORATION, A TE CONNECTIVITY LT","Electrical Engineers","RF ANTENNA ENGINEER","Y",78770,2014,"APTOS, CALIFORNIA",NA,NA
"407",1877776,"CERTIFIED","CAPGEMINI FINANCIAL SERVICES USA INC","Computer Systems Analysts","CONSULTANT","Y",47216,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"408",2621212,"DENIED","ADVANCED RADIATION PHYSICS SERVICE, INC.","Physicists","MEDICAL PHYSICIST","Y",102378,2012,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
"409",240788,"CERTIFIED","STRATEGIC RESOURCES INTERNATIONAL, INC.","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","N",46842,2016,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
"410",1986884,"CERTIFIED","EUPHRATES, INC.","Financial Analysts","MARKET ECONOMICS ANALYST","Y",35381,2013,"JOHNSTOWN, NEW YORK",NA,NA
"411",2445753,"CERTIFIED","HEADSTRONG SERVICES LLC","Computer Systems Analysts","LEAD DEVELOPER","Y",65936,2012,"BUFFALO GROVE, ILLINOIS",-87.9631308,42.1662831
"412",962694,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","IT PROJECT MANAGER","Y",78083,2015,"FARMINGTON, CONNECTICUT",-72.795027,41.7360305
"413",1657975,"CERTIFIED","RS SOFTWARE (INDIA) LTD.","Computer Systems Analysts","SOFTWARE ENGINEER","Y",68952,2014,"FOSTER CITY, CALIFORNIA",-122.2710788,37.5585465
"414",377303,"CERTIFIED","SYSTEM SOFT TECHNOLOGIES LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","Y",81952,2016,"PLANO, TEXAS",-96.6988856,33.0198431
"415",2377078,"CERTIFIED","ACCENTURE LLP","Computer Occupations, All Other*","COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2","Y",61859,2012,"LEBANON, NEW JERSEY",-74.8359987,40.6417683
"416",2161191,"CERTIFIED","BOX, INC.","Sales Engineers","ASSOCIATE SALES ENGINEER ARCHITECT","Y",71112,2013,"LOS ALTOS, CALIFORNIA",-122.1141298,37.3852183
"417",2079328,"CERTIFIED","CHARTER GLOBAL, INC.","Computer Programmers","PROGRAMMER ANALYST","Y",63898,2013,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"418",2487299,"CERTIFIED","ORIAN ENGINEERS INCORPORATED","Computer Systems Analysts","PROGRAMMER ANALYSTS","Y",61963,2012,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"419",32411,"CERTIFIED","INFOSYS LIMITED","MANAGEMENT ANALYSTS","PRINCIPAL CONSULTANT - US","Y",133515,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"420",2706459,"CERTIFIED","MOXIE INFORMATICS, LLC","Computer Software Engineers, Applications","COMPUTER SOFTWARE ENGINEER","Y",69326,2011,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
"421",812392,"CERTIFIED","INFOSYS LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","TEST ENGINEER - US","Y",62504,2015,"PLANO, TEXAS",-96.6988856,33.0198431
"422",1493189,"CERTIFIED","HENRY FORD HEALTH SYSTEM","Software Developers, Applications, Non R & D","IT PEOPLESOFT PROGRAMMER ANALYST","Y",58989,2014,"DETROIT, MICHIGAN",-83.0457538,42.331427
"423",1697719,"CERTIFIED","TECH MAHINDRA (AMERICAS),INC.","Computer Programmers","COMPUTER PROGRAMMER","Y",82451,2014,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"424",1167339,"CERTIFIED","ACCENTURE LLP","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER/CONFIGURER 2","Y",63690,2015,"IRVING, TEXAS",-96.9488945,32.8140177
"425",1091518,"CERTIFIED","WIPRO LIMITED","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","SYSTEM ADMINISTRATOR","Y",60000,2015,"PAINTED POST, NEW YORK",-77.0941366,42.1620186
"426",2727037,"CERTIFIED","SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC","Computer Software Engineers, Applications","COMPUTER SOFTWARE ENGINEERS, APPLICATIONS","Y",61443,2011,"GREENVILLE, SOUTH CAROLINA",-82.3940104,34.8526176
"427",1587840,"CERTIFIED","PICO COMPUTING, INC.","Computer and Information Research Scientists","FIRMWARE ENGINEER","Y",89627,2014,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"428",2695215,"CERTIFIED","HEWLETT PACKARD COMPANY","General and Operations Managers","CHIEF OF STAFF","Y",180981,2011,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"429",2340772,"CERTIFIED","CONTECH SYSTEMS, INC.","Software Developers, Applications","SR. IT APPLICATIONS DEVELOPMENT CONSULTANT","Y",74235.2,2012,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
"430",2673117,"CERTIFIED","LIONS GATE ENTERTAINMENT INC","Computer Software Engineers, Applications","MANAGER, SUPPLY CHAIN SYSTEMS","Y",105934,2011,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
"431",1269659,"CERTIFIED-WITHDRAWN","AMERICAN PSYCHOLOGICAL ASSOCIATION","Public Relations Specialists","SENIOR DEVELOPMENT COORDINATOR","Y",46883,2014,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"432",1180973,"CERTIFIED","SOFGEN AMERICAS, INC.","COMPUTER SYSTEMS ANALYSTS","BUSINESS SYSTEMS ANALYST","Y",100755,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"433",1219114,"CERTIFIED","IPIVOT, LLC","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",53872,2015,"MARYLAND HEIGHTS, MISSOURI",-90.4298401,38.7131073
"434",711577,"CERTIFIED","SRIVEN SYSTEMS, INC","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER ANALYST/SYSTEMS ANALYST","Y",60091,2015,"BLOOMINGTON, ILLINOIS",-88.9936873,40.4842027
"435",1537321,"CERTIFIED","ALPHA BUSINESS CONSORTIUM INC","Computer Programmers","PROGRAMMER ANALYST","Y",52770,2014,"ABERDEEN, NEW JERSEY",-74.2221155,40.4170948
"436",1083524,"CERTIFIED","BLUE COAT SYSTEMS INC.","COMPUTER OCCUPATIONS, ALL OTHER","STAFF QUALITY ASSURANCE ENGINEER","Y",77563,2015,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"437",447896,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","ASSOCIATE DIRECTOR JC40 - NSS","Y",94494,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"438",74351,"CERTIFIED","A&J CAPITAL INVESTMENT, INC.","FINANCIAL ANALYSTS","FINANCIAL ANALYST","N",61734,2016,"ALHAMBRA, CALIFORNIA",-118.1270146,34.095287
"439",2520349,"CERTIFIED","AMAZON CORPORATE LLC","Software Developers, Applications","DATA ENGINEER II","Y",84302,2012,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"440",234656,"CERTIFIED","TECH MAHINDRA (AMERICAS),INC.","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER","N",59114,2016,"DEARBORN, MICHIGAN",-83.1763145,42.3222599
"441",1214240,"CERTIFIED","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","FINANCIAL SPECIALISTS, ALL OTHER","ADVISORY MANAGER","Y",104957,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"442",2127860,"CERTIFIED","GENERAL ELECTRIC COMPANY - HEALTHCARE","Architectural and Engineering Managers","ULTRASOUND GROWTH AND OPERATIONS LEADER","Y",122450,2013,"WAUKESHA, WISCONSIN",-88.2314813,43.0116784
"443",1967434,"CERTIFIED","PROS INC.","Operations Research Analysts","SCIENTIST","Y",57387,2013,"HOUSTON, TEXAS",-95.3698028,29.7604267
"444",1213530,"CERTIFIED","PERITUS, INC.","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYST","Y",74984,2015,"MINNETONKA, MINNESOTA",-93.4687489,44.9211836
"445",1507605,"CERTIFIED","CITCO FUND SERVICES (USA) INC.","Accountants and Auditors","FUND ACCOUNTANT","Y",43882,2014,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
"446",1972821,"CERTIFIED","SHINEWELL TECHNOLOGIES INC.","Software Developers, Applications","SOFTWARE ENGINEER","Y",61360,2013,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
"447",2915767,"CERTIFIED","SPECTRASOFT TECHNOLOGIES","Computer Systems Analysts","PROGRAMMER ANALYST","Y",63066,2011,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
"448",1713392,"CERTIFIED","CERNER CORPORATION","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","Y",90168,2014,"NORTH KANSAS CITY, MISSOURI",-94.5729781,39.1429081
"449",2700917,"CERTIFIED","HCL AMERICA, INC.","Computer Software Engineers, Applications","SOFTWARE ENGINEER","Y",59259,2011,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"450",118440,"CERTIFIED","SILICON STAFF IT SERVICES, INC.","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYSTS","N",62566,2016,"THE WOODLANDS, TEXAS",-95.4612625,30.1658207
"451",2119850,"CERTIFIED-WITHDRAWN","MICROSOFT CORPORATION","Software Developers, Applications","SOFTWARE DEVELOPMENT ENGINEER IN TEST","Y",86278,2013,"REDMOND, WASHINGTON",-122.121512,47.6739881
"452",636164,"CERTIFIED-WITHDRAWN","MEDICAL DYNAMIC SYSTEMS, INC.","PHYSICAL THERAPISTS","PT REHABILITATION MANAGER","N",64792,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"453",459736,"CERTIFIED","WIPRO LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","CONSULTANT","Y",75878,2016,"QUINCY, MASSACHUSETTS",-71.0022705,42.2528772
"454",2437685,"CERTIFIED","NYC-HHC HARLEM HOSPITAL CENTER","Physicians and Surgeons, All Other","PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM","Y",55858,2012,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"455",1684793,"CERTIFIED","CALIFORNIA INSTITUTE OF TECHNOLOGY","Computer Systems Analysts, R&D","RESEARCHER","Y",40997,2014,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
"456",1237206,"CERTIFIED","WIPRO LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","CONSULTANT","Y",72696,2015,"CALVERT, ALABAMA",-88.0099997,31.1551748
"457",1586144,"CERTIFIED","DATA, INC.","Software Developers, Applications","LEAD TECHNICAL SPECIALIST","Y",89378,2014,"MONTVALE, NEW JERSEY",-74.0229173,41.0467635
"458",1723936,"CERTIFIED","TECH MAHINDRA ( AMERICAS), INC","Computer Systems Analysts","PROGRAMMER ANALYST","Y",81869,2014,"HOUSTON, TEXAS",-95.3698028,29.7604267
"459",1313728,"CERTIFIED","GMR MARKETING LLC","Public Relations Specialists","ACCOUNT EXECUTIVE","Y",34133,2014,"NEW BERLIN, WISCONSIN",-88.1084224,42.9764027
"460",190802,"CERTIFIED","THE PENNSYLVANIA TURNPIKE COMMISSION","COMPUTER SYSTEMS ANALYSTS","SAP BUSINESS PROCESS SPECIALIST","N",52790,2016,"MIDDLETOWN, PENNSYLVANIA",-76.7310806,40.199814
"461",725234,"CERTIFIED","TORQUE TECHNOLOGIES LLC","COMPUTER SYSTEMS ANALYSTS","SENIOR SYSTEMS ANALYST","Y",54933,2015,"WINOOSKI, VERMONT",-73.1856832,44.491438
"462",2492488,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","CONSULTANT - PROCESS & DOMAIN","Y",74422,2012,"RYE, NEW YORK",-73.6837399,40.9806535
"463",1749224,"CERTIFIED","WIPRO LIMITED","Computer Occupations, All Other","ARCHITECT LEVEL 2","Y",66893,2014,"O FALLON, MISSOURI",-90.6998477,38.8106075
"464",663375,"CERTIFIED","COVANT SOLUTIONS INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SAS ANALYST","Y",71802,2015,"LEXINGTON, MASSACHUSETTS",-71.2289641,42.4430372
"465",1674722,"CERTIFIED","ERNST & YOUNG U.S. LLP","Computer Systems Analysts","ADVISORY SENIOR","Y",63128,2014,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
"466",308399,"CERTIFIED","MEDIMPACT HEALTHCARE SYSTEMS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","Y",107786,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"467",1882292,"CERTIFIED","ZYLOG SYSTEMS LIMITED","Computer Programmers","PROGRAMMER ANALYST","Y",49754,2013,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"468",1638580,"CERTIFIED","JPMORGAN CHASE & CO.","Accountants and Auditors","PRODUCT CONTROL ANALYST","Y",72946,2014,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"469",1810953,"CERTIFIED","EDUCATIONAL TESTING SERVICE","Statisticians","ASSOCIATE PSCHYOMETRICIAN","Y",70138,2013,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
"470",2382295,"CERTIFIED","SATYAM COMPUTER SERVICES LIMITED","Computer Systems Analysts","QUALITY ENGINEER","Y",71760,2012,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"471",2650322,"CERTIFIED","ENVIRONMENTAL CHEMICAL CORPORATION","Environmental Engineers","PROJECT ENGINEER","Y",66893,2011,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
"472",2826058,"CERTIFIED","PROLIENT GROUP CORP.","Network Systems and Data Communications Analysts","NETWORK ENGINEER","Y",73008,2011,"PEARL RIVER, NEW YORK",-74.0218063,41.0589855
"473",771179,"CERTIFIED","WIPRO LIMITED","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",73923,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"474",1717798,"CERTIFIED","L&T TECHNOLOGY SERVICES LIMITED","Computer Occupations, All Other","PLM SYSTEM ENGINEER","Y",55598,2014,"CORDOVA, TENNESSEE",-89.761545,35.1598391
"475",2488377,"CERTIFIED","ZENSAR TECHNOLOGIES INC.","Business Operations Specialists, All Other*","BUSINESS SYSTEMS SPECIALIST","Y",72946,2012,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"476",493680,"CERTIFIED","OOYALA INC.","COMPUTER OCCUPATIONS, ALL OTHER","QA LEAD","Y",118830,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"477",2978453,"CERTIFIED","MILLIPORE CORPORATION","Computer and Information Systems Managers","GLOBAL PROJECT MANAGER","Y",99736,2011,"BILLERICA, MASSACHUSETTS",-71.2689461,42.5584218
"478",1551693,"CERTIFIED","GALLEGA SOFTWARE SOLUTIONS INC","Computer Programmers","PROGRAMMER ANALYST","Y",52229,2014,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
"479",2086265,"CERTIFIED-WITHDRAWN","REVEREIT LLC","Engineers, All Other","LEAD VALIDATION (TEST)  ENGINEER","N",66664,2013,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
"480",1068105,"CERTIFIED","INFORMATION CONTROL COMPANY, LLC.","COMPUTER SYSTEMS ANALYSTS","SENIOR CONSULTANT (.NET DEVELOPER)","Y",79123,2015,"COLUMBUS, OHIO",-82.9987942,39.9611755
"481",2635201,"CERTIFIED","SRNL INTERNATIONAL, INC.","Computer Programmers","PROGRAMMER ANALYST","Y",67350,2012,"RESTON, VIRGINIA",-77.3570028,38.9586307
"482",2057201,"CERTIFIED","ORACLE AMERICA, INC.","Computer Systems Analysts","PRINCIPAL CONSULTANT","Y",88067,2013,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
"483",2987519,"CERTIFIED","VALQUA AMERICA, INC.","Market Research Analysts and Marketing Specialists","MARKETING RESEARCH ASSISTANT ANALYST","N",63128,2011,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"484",346629,"CERTIFIED","RAVEN SOFTWARE SOLUTIONS INC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","N",65042,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"485",1680708,"CERTIFIED","3I INFOTECH, INC","Computer Programmers","PROGRAMMER ANALYST","Y",53082,2014,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
"486",621256,"CERTIFIED","WEEE! INC","EDITORS","WEB EDITOR","N",35796.8,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"487",661110,"CERTIFIED-WITHDRAWN","SUNTECHPROS INC.","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",53622,2015,"BETHLEHEM, PENNSYLVANIA",-75.3704579,40.6259316
"488",1209497,"CERTIFIED","NTT DATA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","Y",93371,2015,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"489",1400980,"CERTIFIED","VST CONSULTING INC","Computer Occupations, All Other","SOFTWARE QA ANALYST","Y",47424,2014,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"490",1705219,"CERTIFIED","TECHNIP USA, INC.","Purchasing Agents, Except Wholesale, Retail, and F","SOURCING ANALYST 2","Y",53165,2014,"HOUSTON, TEXAS",-95.3698028,29.7604267
"491",1831783,"CERTIFIED","QUALCOMM ATHEROS, INC.","Software Developers, Applications","SOFTWARE ENGINEER","Y",83075.2,2013,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"492",2030158,"CERTIFIED","SPIRIT-PROGRESSTECH, LLC","Aerospace Engineers","AEROSPACE DESIGN ENGINEER","Y",63107,2013,"WICHITA, KANSAS",-97.330053,37.6871761
"493",2270286,"CERTIFIED","IBM COORPORATION","Computer and Information Research Scientists","RESEARCH STAFF MEMBER","Y",66123,2012,"YORKTOWN HEIGHTS, NEW YORK",-73.7776336,41.2709274
"494",1955250,"CERTIFIED","THAT'S NICE LLC","Graphic Designers","EXHIBIT GRAPHIC DESIGNER","Y",37336,2013,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"495",2245465,"CERTIFIED-WITHDRAWN","HAMILTON JUFFER & ASSOCIATES, LLP","Accountants","ENTRY LEVEL ACCOUNTANT","Y",36899,2012,"DES MOINES, IOWA",-93.6091064,41.6005448
"496",1291017,"CERTIFIED","SAPIENT CORPORATION","Computer Systems Analysts","SENIOR ASSOCIATE TRM","Y",88254,2014,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"497",559242,"CERTIFIED","ENERGY FOCUS INC.","MECHANICAL ENGINEERS","MECHANICAL ENGINEER","N",53019,2016,"SOLON, OHIO",-81.4412259,41.3897764
"498",580950,"CERTIFIED","NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.","MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","INVESTIGATOR II","Y",71448,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
"499",340950,"CERTIFIED","CA, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE ENGINEER","Y",81973,2016,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
"500",1454131,"CERTIFIED","THE CHILDREN'S HOSPITAL OF PHILADELPHIA","Computer Occupations, All Other","IS TEST  ANALYST I","Y",51542,2014,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"501",1598940,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","ASSOCIATE CONSULTANT - US","Y",57346,2014,"CARROLLTON, TEXAS",-96.8899636,32.9756415
"502",560374,"CERTIFIED","SAKTHI AUTOMOTIVE GROUP USA INC","MECHANICAL ENGINEERS","MANAGER - AUTOMATION","Y",93850,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"503",152406,"CERTIFIED","RALLY SYSTEMS INC.","COMPUTER SYSTEMS ANALYSTS","DRUG SAFETY SYSTEMS ANALYST","Y",70762,2016,"PISCATAWAY, NEW JERSEY",-74.4642861,40.554887
"504",1957387,"CERTIFIED","INFOSYS LIMITED","Computer Programmers","SYSTEMS ENGINEER - US","Y",59987,2013,"EAST HANOVER, NEW JERSEY",-74.3647247,40.8200623
"505",456369,"CERTIFIED","AVCO CONSULTING INC","COMPUTER OCCUPATIONS, ALL OTHER","WEBSPHERE ADMINISTRATOR","N",62005,2016,"WORCESTER, MASSACHUSETTS",-71.8022934,42.2625932
"506",813792,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","Y",41700,2015,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"507",2798377,"DENIED","QUEST INTEGRITY USA, LLC","Mechanical Engineers","SENIOR CONSULTING ENGINEER - PIPELINE","Y",97032,2011,"BOULDER, COLORADO",-105.2705456,40.0149856
"508",1495858,"CERTIFIED","GAUGE CONSULTING, INC.","Purchasing Managers","PURCHASING MANAGER","N",71780.8,2014,"FULLERTON, CALIFORNIA",-117.9242966,33.8703596
"509",1747866,"CERTIFIED","EPAM SYSTEMS, INC","Software Developers, Applications","LEAD SOFTWARE ENGINEER","Y",85446,2014,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"510",297104,"CERTIFIED","CYMA SYSTEMS INC","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR ORACLE SOFTWARE ENGINEER","Y",93517,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"511",646665,"CERTIFIED","SANTASALO GEARS INC.","SALES ENGINEERS","SALES ENGINEER / DRIVE SPECIALIST","Y",92300,2016,"GREER, SOUTH CAROLINA",-82.2270568,34.9387279
"512",965438,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER","Y",51355,2015,"LOUISVILLE, KENTUCKY",-85.7584557,38.2526647
"513",783129,"CERTIFIED","VMWARE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING","Y",100545,2015,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"514",338552,"CERTIFIED","NVENT, LLC","SOFTWARE DEVELOPERS, APPLICATIONS","HADOOP APPLICATION DEVELOPER","Y",76107,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"515",2480683,"CERTIFIED","PEOPLE TECH GROUP","Computer Systems Analysts","PROGRAMMER ANALYST","Y",65021,2012,"CONSHOHOCKEN, PENNSYLVANIA",-75.3015714,40.0792766
"516",2389558,"CERTIFIED-WITHDRAWN","PERRY ELLIS INTERNATIONAL, INC.","Software Developers, Applications","COMPUTER SOFTWARE ENGINEER","Y",57242,2012,"MIAMI, FLORIDA",-80.1917902,25.7616798
"517",930674,"CERTIFIED","KPIT INFOSYSTEMS, INC.","MANAGEMENT ANALYSTS","FUNCTIONAL CONSULTANT","Y",58614,2015,"EDISON, NEW JERSEY",-74.4120953,40.5187154
"518",1609853,"CERTIFIED","TECH MAHINDRA (AMERICAS), INC.","Computer Occupations, All Other","QUALITY TEST ANALYST","Y",70429,2014,"NEW ALBANY, OHIO",-82.8087864,40.0811745
"519",342661,"CERTIFIED","KEY MANAGEMENT GROUP, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","N",54891,2016,"MELVILLE, NEW YORK",-73.4151214,40.7934322
"520",1208060,"CERTIFIED","BOOT TECHNOLOGY SERVICES, INC. DBA BTS, INC.","SALES ENGINEERS","BUSINESS DEVELOPMENT SPECIALIST","Y",60320,2015,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"521",2071627,"CERTIFIED","ETOUCH SYSTEMS CORPORATION","Computer Occupations, All Other","PROGRAMMER ANALYST (QA)","Y",53872,2013,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"522",2636240,"CERTIFIED","MEYERS ASSOCIATES, L. P.","Securities, Commodities, and Financial Services Sa","STOCKBROKER","N",54808,2012,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"523",2013923,"CERTIFIED","PROGRESSIVE CASUALTY INSURANCE COMPANY","Software Developers, Applications","IT APPLICATIONS PROGRAMMER","Y",54538,2013,"MAYFIELD VILLAGE, OHIO",-81.4392828,41.5519952
"524",548002,"CERTIFIED","INTEL CORPORATION","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","SYSTEMS ENGINEER","Y",130562,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"525",1905497,"CERTIFIED","DELOITTE CONSULTING LLP","Software Developers, Systems Software","CONSULTANT","Y",65270,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"526",2564766,"CERTIFIED","ADVAITAA TECHNOLOGIES INC.","Computer Systems Analysts","PROGRAMMER ANALYST","Y",51854,2012,"IRVING, TEXAS",-96.9488945,32.8140177
"527",694373,"CERTIFIED","IFLOWSOFT SOLUTIONS INC.","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST","Y",50565,2015,"ST. PAUL, MINNESOTA",-93.0899578,44.9537029
